epoch,batch,d_gan_loss,d_AU_loss,g_gan_loss,g_AU_loss,reconstr_loss,fid_joy,fid_sadness,fid_surprise,fid_contempt
61,0,-0.009899497,0.05941168,-1.1452047,0.06735476,0.014612464,16.448421676596013,20.50152857702335,23.529798996858545,15.50833165035715
62,0,-0.045606732,0.06962512,-0.7995527,0.05843517,0.016444054,16.54234899845801,20.621005669696785,22.852545094185842,15.580389136466152
63,0,-0.037646532,0.05196676,-1.1371047,0.060182095,0.017828776,16.39658785278428,20.56332095045292,22.178570032143796,15.069549982227045
64,0,-0.035239875,0.07374885,-0.43010205,0.060697626,0.015820127,16.548704885486814,20.961759416490878,22.43559777060878,15.433278647468683
65,0,-0.017461777,0.06901602,-0.885195,0.06453691,0.015747616,16.46255931462025,20.73949406653219,22.626756898645993,15.284451286811247
66,0,-0.026691914,0.059576303,-1.020351,0.059369937,0.015710609,15.469238414130956,20.02639842647187,21.480567711237427,14.734720088975763
67,0,-0.025264382,0.07406057,-1.0879928,0.06675386,0.013744017,17.350038754723414,20.947772287699223,21.661087698126664,16.415822775960862
68,0,-0.034593105,0.057821404,-1.4777551,0.06762516,0.019118303,16.032162654640814,20.091107456485304,22.0082305427361,15.266158653361913
69,0,-0.021295667,0.060069427,-0.61112875,0.06613511,0.014656817,17.09203429998601,20.369972019757427,20.37498656219836,15.591971113494367
70,0,0.052387238,0.06735329,-0.7079029,0.062128577,0.015734052,17.089045837191065,21.79973214076597,22.691588708004645,16.1568035870298
71,0,-0.031356335,0.059882388,-1.3287104,0.055964977,0.015425444,16.137395372498048,19.371788238336137,23.934000505869676,15.740609797690382
72,0,-0.051175237,0.06786316,-1.1439323,0.06012575,0.015334436,15.979218030880446,19.801858242512537,22.746509826649998,15.315687340164658
73,0,-0.009199858,0.07754439,-1.275881,0.06472366,0.015911235,16.473669651899115,20.373849144614667,21.661984224233635,15.411481904537595
74,0,-0.015126944,0.061543155,-1.0655676,0.060856763,0.01495947,15.811422570130048,20.115612310278607,25.927607261729236,15.16989828524126
75,0,-0.027414799,0.076064326,-0.972509,0.063986614,0.016020788,16.90443854776629,20.755478966894543,23.327217053680414,15.81429433894371
76,0,-0.020619214,0.07267199,-0.32767457,0.065686405,0.0150325885,17.58459797479344,20.69180332970734,27.70255324643273,16.67218177859627
77,0,-0.025094807,0.061617326,-0.33508387,0.060327306,0.016360275,16.674254119504013,20.719365389083777,24.63187654954592,15.343938962363723
78,0,0.0012966394,0.06868199,-1.2272837,0.053775385,0.016228117,17.5581020705103,21.474461729737044,22.755117035708935,16.124413814611103
79,0,0.0069889426,0.06815254,-0.43691665,0.07734023,0.01589325,16.798061945906568,20.37880883676172,22.350402037004727,15.88526315740043
80,0,-0.042575598,0.072910085,-1.6050345,0.057503015,0.016129212,16.977807234359773,20.525620702518722,25.43531258201287,16.410117900440127
81,0,-0.011768341,0.05932383,-0.43760684,0.06832392,0.014330006,17.382395944130877,21.269466720921855,26.56384848179445,16.645158545781612
82,0,-0.03303629,0.05738533,-0.7977531,0.064599216,0.01672331,16.962845074982255,20.530688492506613,24.49467972363729,16.078865928282426
83,0,-0.030719757,0.064324714,-1.2127225,0.06724502,0.017643435,18.131039965561314,20.854865757741948,22.088996053795483,16.553431711278876
